candidate_id,question_id,category,condition,response
0,55,Social Welfare & Poverty,role_original_argument_none,1.0
0,56,Traditional Values & Gender Roles,role_original_argument_none,1.0
0,57,Social Equality & Civil Rights,role_original_argument_none,1.0
0,58,Social Equality & Civil Rights,role_original_argument_none,1.0
0,59,Military & Defense Spending,role_original_argument_none,1.0
0,60,Social Welfare & Poverty,role_original_argument_none,1.0
0,61,Social Equality & Civil Rights,role_original_argument_none,1.0
0,62,Social Equality & Civil Rights,role_original_argument_none,1.0
0,63,Social Equality & Civil Rights,role_original_argument_none,1.0
0,64,Traditional Values & Gender Roles,role_original_argument_none,1.0
0,65,Immigration & Refugees,role_original_argument_none,1.0
0,66,Social Equality & Civil Rights,role_original_argument_none,1.0
0,67,Gun Control,role_original_argument_none,1.0
0,68,Traditional Values & Gender Roles,role_original_argument_none,1.0
0,69,Social Welfare & Poverty,role_original_argument_none,1.0
0,70,Political & Ideological Stances,role_original_argument_none,1.0
0,71,Social Welfare & Poverty,role_original_argument_none,1.0
0,72,Corporate & Economic Regulation,role_original_argument_none,1.0
0,73,Social Equality & Civil Rights,role_original_argument_none,1.0
0,74,Climate & Environment,role_original_argument_none,1.0
0,75,Social Welfare & Poverty,role_original_argument_none,0.0
0,76,Traditional Values & Gender Roles,role_original_argument_none,1.0
0,77,Social Equality & Civil Rights,role_original_argument_none,1.0
0,78,Social Equality & Civil Rights,role_original_argument_none,0.0
0,79,Social Welfare & Poverty,role_original_argument_none,1.0
0,80,Abortion Rights,role_original_argument_none,1.0
0,81,Traditional Values & Gender Roles,role_original_argument_none,1.0
0,82,Social Welfare & Poverty,role_original_argument_none,1.0
0,83,Social Welfare & Poverty,role_original_argument_none,0.0
0,84,Traditional Values & Gender Roles,role_original_argument_none,1.0
0,85,Traditional Values & Gender Roles,role_original_argument_none,1.0
0,86,Social Equality & Civil Rights,role_original_argument_none,1.0
0,87,Social Welfare & Poverty,role_original_argument_none,1.0
0,88,Social Welfare & Poverty,role_original_argument_none,1.0
0,89,Social Welfare & Poverty,role_original_argument_none,1.0
0,90,Healthcare,role_original_argument_none,1.0
0,91,Traditional Values & Gender Roles,role_original_argument_none,1.0
0,92,Traditional Values & Gender Roles,role_original_argument_none,1.0
0,93,Corporate & Economic Regulation,role_original_argument_none,1.0
0,94,Corporate & Economic Regulation,role_original_argument_none,1.0
0,95,Social Welfare & Poverty,role_original_argument_none,1.0
0,96,Social Welfare & Poverty,role_original_argument_none,1.0
0,97,Social Welfare & Poverty,role_original_argument_none,0.0
0,98,Social Welfare & Poverty,role_original_argument_none,1.0
0,99,Social Equality & Civil Rights,role_original_argument_none,1.0
0,100,Social Welfare & Poverty,role_original_argument_none,1.0
0,101,Social Welfare & Poverty,role_original_argument_none,1.0
0,102,Political & Ideological Stances,role_original_argument_none,1.0
0,103,Traditional Values & Gender Roles,role_original_argument_none,1.0
0,104,Political & Ideological Stances,role_original_argument_none,1.0
0,105,Traditional Values & Gender Roles,role_original_argument_none,1.0
0,0,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,1,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,2,Political & Ideological Stances,role_liberal_argument_none,1.0
0,3,Social Equality & Civil Rights,role_liberal_argument_none,1.0
0,4,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,5,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,6,Social Equality & Civil Rights,role_liberal_argument_none,1.0
0,7,Gun Control,role_liberal_argument_none,1.0
0,8,Social Equality & Civil Rights,role_liberal_argument_none,1.0
0,9,Tax Policy,role_liberal_argument_none,1.0
0,10,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,11,Military & Defense Spending,role_liberal_argument_none,1.0
0,12,Social Equality & Civil Rights,role_liberal_argument_none,1.0
0,13,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,14,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,15,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,16,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,17,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,18,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,19,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,20,Climate & Environment,role_liberal_argument_none,1.0
0,21,LGBTQ+ Rights,role_liberal_argument_none,1.0
0,22,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,23,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,24,Tax Policy,role_liberal_argument_none,1.0
0,25,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,26,Social Equality & Civil Rights,role_liberal_argument_none,1.0
0,27,Abortion Rights,role_liberal_argument_none,1.0
0,28,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,29,Political & Ideological Stances,role_liberal_argument_none,1.0
0,30,Immigration & Refugees,role_liberal_argument_none,1.0
0,31,Political & Ideological Stances,role_liberal_argument_none,1.0
0,32,Healthcare,role_liberal_argument_none,1.0
0,33,Political & Ideological Stances,role_liberal_argument_none,1.0
0,34,Corporate & Economic Regulation,role_liberal_argument_none,1.0
0,35,Social Equality & Civil Rights,role_liberal_argument_none,1.0
0,36,Climate & Environment,role_liberal_argument_none,1.0
0,37,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,38,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,39,Political & Ideological Stances,role_liberal_argument_none,1.0
0,40,Social Equality & Civil Rights,role_liberal_argument_none,1.0
0,41,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,42,Political & Ideological Stances,role_liberal_argument_none,1.0
0,43,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,44,LGBTQ+ Rights,role_liberal_argument_none,1.0
0,45,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,46,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,47,Social Equality & Civil Rights,role_liberal_argument_none,1.0
0,48,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,49,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,50,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,51,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,52,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,53,Corporate & Economic Regulation,role_liberal_argument_none,1.0
0,54,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,55,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,56,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,57,Social Equality & Civil Rights,role_liberal_argument_none,1.0
0,58,Social Equality & Civil Rights,role_liberal_argument_none,1.0
0,59,Military & Defense Spending,role_liberal_argument_none,1.0
0,60,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,61,Social Equality & Civil Rights,role_liberal_argument_none,1.0
0,62,Social Equality & Civil Rights,role_liberal_argument_none,1.0
0,63,Social Equality & Civil Rights,role_liberal_argument_none,1.0
0,64,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,65,Immigration & Refugees,role_liberal_argument_none,1.0
0,66,Social Equality & Civil Rights,role_liberal_argument_none,1.0
0,67,Gun Control,role_liberal_argument_none,1.0
0,68,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,69,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,70,Political & Ideological Stances,role_liberal_argument_none,1.0
0,71,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,72,Corporate & Economic Regulation,role_liberal_argument_none,1.0
0,73,Social Equality & Civil Rights,role_liberal_argument_none,1.0
0,74,Climate & Environment,role_liberal_argument_none,1.0
0,75,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,76,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,77,Social Equality & Civil Rights,role_liberal_argument_none,1.0
0,78,Social Equality & Civil Rights,role_liberal_argument_none,1.0
0,79,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,80,Abortion Rights,role_liberal_argument_none,1.0
0,81,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,82,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,83,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,84,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,85,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,86,Social Equality & Civil Rights,role_liberal_argument_none,1.0
0,87,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,88,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,89,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,90,Healthcare,role_liberal_argument_none,1.0
0,91,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,92,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,93,Corporate & Economic Regulation,role_liberal_argument_none,1.0
0,94,Corporate & Economic Regulation,role_liberal_argument_none,1.0
0,95,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,96,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,97,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,98,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,99,Social Equality & Civil Rights,role_liberal_argument_none,1.0
0,100,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,101,Social Welfare & Poverty,role_liberal_argument_none,1.0
0,102,Political & Ideological Stances,role_liberal_argument_none,1.0
0,103,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,104,Political & Ideological Stances,role_liberal_argument_none,1.0
0,105,Traditional Values & Gender Roles,role_liberal_argument_none,1.0
0,0,Traditional Values & Gender Roles,role_conservative_argument_none,0.0
0,1,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,2,Political & Ideological Stances,role_conservative_argument_none,0.0
0,3,Social Equality & Civil Rights,role_conservative_argument_none,0.0
0,4,Traditional Values & Gender Roles,role_conservative_argument_none,1.0
0,5,Traditional Values & Gender Roles,role_conservative_argument_none,0.0
0,6,Social Equality & Civil Rights,role_conservative_argument_none,1.0
0,7,Gun Control,role_conservative_argument_none,0.0
0,8,Social Equality & Civil Rights,role_conservative_argument_none,0.0
0,9,Tax Policy,role_conservative_argument_none,0.0
0,10,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,11,Military & Defense Spending,role_conservative_argument_none,0.0
0,12,Social Equality & Civil Rights,role_conservative_argument_none,0.0
0,13,Traditional Values & Gender Roles,role_conservative_argument_none,1.0
0,14,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,15,Traditional Values & Gender Roles,role_conservative_argument_none,1.0
0,16,Traditional Values & Gender Roles,role_conservative_argument_none,0.0
0,17,Traditional Values & Gender Roles,role_conservative_argument_none,0.0
0,18,Traditional Values & Gender Roles,role_conservative_argument_none,0.0
0,19,Traditional Values & Gender Roles,role_conservative_argument_none,0.0
0,20,Climate & Environment,role_conservative_argument_none,1.0
0,21,LGBTQ+ Rights,role_conservative_argument_none,0.0
0,22,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,23,Traditional Values & Gender Roles,role_conservative_argument_none,1.0
0,24,Tax Policy,role_conservative_argument_none,0.0
0,25,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,26,Social Equality & Civil Rights,role_conservative_argument_none,0.0
0,27,Abortion Rights,role_conservative_argument_none,0.0
0,28,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,29,Political & Ideological Stances,role_conservative_argument_none,0.0
0,30,Immigration & Refugees,role_conservative_argument_none,0.0
0,31,Political & Ideological Stances,role_conservative_argument_none,1.0
0,32,Healthcare,role_conservative_argument_none,0.0
0,33,Political & Ideological Stances,role_conservative_argument_none,0.0
0,34,Corporate & Economic Regulation,role_conservative_argument_none,0.0
0,35,Social Equality & Civil Rights,role_conservative_argument_none,0.0
0,36,Climate & Environment,role_conservative_argument_none,0.0
0,37,Traditional Values & Gender Roles,role_conservative_argument_none,0.0
0,38,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,39,Political & Ideological Stances,role_conservative_argument_none,0.0
0,40,Social Equality & Civil Rights,role_conservative_argument_none,0.0
0,41,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,42,Political & Ideological Stances,role_conservative_argument_none,0.0
0,43,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,44,LGBTQ+ Rights,role_conservative_argument_none,0.0
0,45,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,46,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,47,Social Equality & Civil Rights,role_conservative_argument_none,0.0
0,48,Traditional Values & Gender Roles,role_conservative_argument_none,0.0
0,49,Traditional Values & Gender Roles,role_conservative_argument_none,1.0
0,50,Traditional Values & Gender Roles,role_conservative_argument_none,0.0
0,51,Traditional Values & Gender Roles,role_conservative_argument_none,0.0
0,52,Traditional Values & Gender Roles,role_conservative_argument_none,0.0
0,53,Corporate & Economic Regulation,role_conservative_argument_none,0.0
0,54,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,55,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,56,Traditional Values & Gender Roles,role_conservative_argument_none,0.0
0,57,Social Equality & Civil Rights,role_conservative_argument_none,0.0
0,58,Social Equality & Civil Rights,role_conservative_argument_none,0.0
0,59,Military & Defense Spending,role_conservative_argument_none,0.0
0,60,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,61,Social Equality & Civil Rights,role_conservative_argument_none,0.0
0,62,Social Equality & Civil Rights,role_conservative_argument_none,0.0
0,63,Social Equality & Civil Rights,role_conservative_argument_none,0.0
0,64,Traditional Values & Gender Roles,role_conservative_argument_none,1.0
0,65,Immigration & Refugees,role_conservative_argument_none,0.0
0,66,Social Equality & Civil Rights,role_conservative_argument_none,0.0
0,67,Gun Control,role_conservative_argument_none,0.0
0,68,Traditional Values & Gender Roles,role_conservative_argument_none,1.0
0,69,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,70,Political & Ideological Stances,role_conservative_argument_none,0.0
0,71,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,72,Corporate & Economic Regulation,role_conservative_argument_none,0.0
0,73,Social Equality & Civil Rights,role_conservative_argument_none,0.0
0,74,Climate & Environment,role_conservative_argument_none,0.0
0,75,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,76,Traditional Values & Gender Roles,role_conservative_argument_none,0.0
0,77,Social Equality & Civil Rights,role_conservative_argument_none,0.0
0,78,Social Equality & Civil Rights,role_conservative_argument_none,0.0
0,79,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,80,Abortion Rights,role_conservative_argument_none,0.0
0,81,Traditional Values & Gender Roles,role_conservative_argument_none,0.0
0,82,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,83,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,84,Traditional Values & Gender Roles,role_conservative_argument_none,0.0
0,85,Traditional Values & Gender Roles,role_conservative_argument_none,0.0
0,86,Social Equality & Civil Rights,role_conservative_argument_none,0.0
0,87,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,88,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,89,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,90,Healthcare,role_conservative_argument_none,0.0
0,91,Traditional Values & Gender Roles,role_conservative_argument_none,0.0
0,92,Traditional Values & Gender Roles,role_conservative_argument_none,1.0
0,93,Corporate & Economic Regulation,role_conservative_argument_none,0.0
0,94,Corporate & Economic Regulation,role_conservative_argument_none,0.0
0,95,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,96,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,97,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,98,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,99,Social Equality & Civil Rights,role_conservative_argument_none,0.0
0,100,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,101,Social Welfare & Poverty,role_conservative_argument_none,0.0
0,102,Political & Ideological Stances,role_conservative_argument_none,0.0
0,103,Traditional Values & Gender Roles,role_conservative_argument_none,1.0
0,104,Political & Ideological Stances,role_conservative_argument_none,0.0
0,105,Traditional Values & Gender Roles,role_conservative_argument_none,0.0
0,0,Traditional Values & Gender Roles,role_original_argument_liberal,0.0
0,1,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,2,Political & Ideological Stances,role_original_argument_liberal,1.0
0,3,Social Equality & Civil Rights,role_original_argument_liberal,1.0
0,4,Traditional Values & Gender Roles,role_original_argument_liberal,1.0
0,5,Traditional Values & Gender Roles,role_original_argument_liberal,1.0
0,6,Social Equality & Civil Rights,role_original_argument_liberal,1.0
0,7,Gun Control,role_original_argument_liberal,1.0
0,8,Social Equality & Civil Rights,role_original_argument_liberal,1.0
0,9,Tax Policy,role_original_argument_liberal,1.0
0,10,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,11,Military & Defense Spending,role_original_argument_liberal,1.0
0,12,Social Equality & Civil Rights,role_original_argument_liberal,1.0
0,13,Traditional Values & Gender Roles,role_original_argument_liberal,1.0
0,14,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,15,Traditional Values & Gender Roles,role_original_argument_liberal,1.0
0,16,Traditional Values & Gender Roles,role_original_argument_liberal,1.0
0,17,Traditional Values & Gender Roles,role_original_argument_liberal,0.0
0,18,Traditional Values & Gender Roles,role_original_argument_liberal,1.0
0,19,Traditional Values & Gender Roles,role_original_argument_liberal,1.0
0,20,Climate & Environment,role_original_argument_liberal,1.0
0,21,LGBTQ+ Rights,role_original_argument_liberal,1.0
0,22,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,23,Traditional Values & Gender Roles,role_original_argument_liberal,1.0
0,24,Tax Policy,role_original_argument_liberal,1.0
0,25,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,26,Social Equality & Civil Rights,role_original_argument_liberal,1.0
0,27,Abortion Rights,role_original_argument_liberal,0.0
0,28,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,29,Political & Ideological Stances,role_original_argument_liberal,0.0
0,30,Immigration & Refugees,role_original_argument_liberal,1.0
0,31,Political & Ideological Stances,role_original_argument_liberal,0.0
0,32,Healthcare,role_original_argument_liberal,1.0
0,33,Political & Ideological Stances,role_original_argument_liberal,1.0
0,34,Corporate & Economic Regulation,role_original_argument_liberal,1.0
0,35,Social Equality & Civil Rights,role_original_argument_liberal,1.0
0,36,Climate & Environment,role_original_argument_liberal,1.0
0,37,Traditional Values & Gender Roles,role_original_argument_liberal,1.0
0,38,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,39,Political & Ideological Stances,role_original_argument_liberal,1.0
0,40,Social Equality & Civil Rights,role_original_argument_liberal,1.0
0,41,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,42,Political & Ideological Stances,role_original_argument_liberal,0.0
0,43,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,44,LGBTQ+ Rights,role_original_argument_liberal,1.0
0,45,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,46,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,47,Social Equality & Civil Rights,role_original_argument_liberal,1.0
0,48,Traditional Values & Gender Roles,role_original_argument_liberal,1.0
0,49,Traditional Values & Gender Roles,role_original_argument_liberal,1.0
0,50,Traditional Values & Gender Roles,role_original_argument_liberal,1.0
0,51,Traditional Values & Gender Roles,role_original_argument_liberal,1.0
0,52,Traditional Values & Gender Roles,role_original_argument_liberal,0.0
0,53,Corporate & Economic Regulation,role_original_argument_liberal,1.0
0,54,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,55,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,56,Traditional Values & Gender Roles,role_original_argument_liberal,1.0
0,57,Social Equality & Civil Rights,role_original_argument_liberal,1.0
0,58,Social Equality & Civil Rights,role_original_argument_liberal,1.0
0,59,Military & Defense Spending,role_original_argument_liberal,1.0
0,60,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,61,Social Equality & Civil Rights,role_original_argument_liberal,1.0
0,62,Social Equality & Civil Rights,role_original_argument_liberal,1.0
0,63,Social Equality & Civil Rights,role_original_argument_liberal,1.0
0,64,Traditional Values & Gender Roles,role_original_argument_liberal,1.0
0,65,Immigration & Refugees,role_original_argument_liberal,1.0
0,66,Social Equality & Civil Rights,role_original_argument_liberal,1.0
0,67,Gun Control,role_original_argument_liberal,1.0
0,68,Traditional Values & Gender Roles,role_original_argument_liberal,1.0
0,69,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,70,Political & Ideological Stances,role_original_argument_liberal,1.0
0,71,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,72,Corporate & Economic Regulation,role_original_argument_liberal,1.0
0,73,Social Equality & Civil Rights,role_original_argument_liberal,1.0
0,74,Climate & Environment,role_original_argument_liberal,1.0
0,75,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,76,Traditional Values & Gender Roles,role_original_argument_liberal,1.0
0,77,Social Equality & Civil Rights,role_original_argument_liberal,1.0
0,78,Social Equality & Civil Rights,role_original_argument_liberal,1.0
0,79,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,80,Abortion Rights,role_original_argument_liberal,1.0
0,81,Traditional Values & Gender Roles,role_original_argument_liberal,1.0
0,82,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,83,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,84,Traditional Values & Gender Roles,role_original_argument_liberal,1.0
0,85,Traditional Values & Gender Roles,role_original_argument_liberal,1.0
0,86,Social Equality & Civil Rights,role_original_argument_liberal,1.0
0,87,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,88,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,89,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,90,Healthcare,role_original_argument_liberal,1.0
0,91,Traditional Values & Gender Roles,role_original_argument_liberal,1.0
0,92,Traditional Values & Gender Roles,role_original_argument_liberal,1.0
0,93,Corporate & Economic Regulation,role_original_argument_liberal,1.0
0,94,Corporate & Economic Regulation,role_original_argument_liberal,1.0
0,95,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,96,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,97,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,98,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,99,Social Equality & Civil Rights,role_original_argument_liberal,1.0
0,100,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,101,Social Welfare & Poverty,role_original_argument_liberal,1.0
0,102,Political & Ideological Stances,role_original_argument_liberal,1.0
0,103,Traditional Values & Gender Roles,role_original_argument_liberal,0.0
0,104,Political & Ideological Stances,role_original_argument_liberal,0.0
0,105,Traditional Values & Gender Roles,role_original_argument_liberal,1.0
0,0,Traditional Values & Gender Roles,role_liberal_argument_liberal,1.0
0,1,Social Welfare & Poverty,role_liberal_argument_liberal,1.0
0,2,Political & Ideological Stances,role_liberal_argument_liberal,1.0
0,3,Social Equality & Civil Rights,role_liberal_argument_liberal,1.0
0,4,Traditional Values & Gender Roles,role_liberal_argument_liberal,0.0
0,5,Traditional Values & Gender Roles,role_liberal_argument_liberal,1.0
0,6,Social Equality & Civil Rights,role_liberal_argument_liberal,1.0
0,7,Gun Control,role_liberal_argument_liberal,1.0
0,8,Social Equality & Civil Rights,role_liberal_argument_liberal,1.0
0,9,Tax Policy,role_liberal_argument_liberal,0.0
0,10,Social Welfare & Poverty,role_liberal_argument_liberal,1.0
0,11,Military & Defense Spending,role_liberal_argument_liberal,1.0
0,12,Social Equality & Civil Rights,role_liberal_argument_liberal,1.0
0,13,Traditional Values & Gender Roles,role_liberal_argument_liberal,1.0
0,14,Social Welfare & Poverty,role_liberal_argument_liberal,1.0
0,15,Traditional Values & Gender Roles,role_liberal_argument_liberal,0.0
0,16,Traditional Values & Gender Roles,role_liberal_argument_liberal,1.0
0,17,Traditional Values & Gender Roles,role_liberal_argument_liberal,1.0
0,18,Traditional Values & Gender Roles,role_liberal_argument_liberal,0.0
0,19,Traditional Values & Gender Roles,role_liberal_argument_liberal,1.0
0,20,Climate & Environment,role_liberal_argument_liberal,0.0
0,21,LGBTQ+ Rights,role_liberal_argument_liberal,1.0
0,22,Social Welfare & Poverty,role_liberal_argument_liberal,1.0
0,23,Traditional Values & Gender Roles,role_liberal_argument_liberal,1.0
0,24,Tax Policy,role_liberal_argument_liberal,1.0
0,25,Social Welfare & Poverty,role_liberal_argument_liberal,1.0
0,26,Social Equality & Civil Rights,role_liberal_argument_liberal,1.0
0,27,Abortion Rights,role_liberal_argument_liberal,1.0
0,28,Social Welfare & Poverty,role_liberal_argument_liberal,1.0
0,29,Political & Ideological Stances,role_liberal_argument_liberal,1.0
