candidate_id,question_id,category,condition,response
0,36,Climate & Environment,steering_caa_argument_none,1
0,37,Traditional Values & Gender Roles,steering_caa_argument_none,1
0,38,Social Welfare & Poverty,steering_caa_argument_none,1
0,39,Political & Ideological Stances,steering_caa_argument_none,1
0,40,Social Equality & Civil Rights,steering_caa_argument_none,1
0,41,Social Welfare & Poverty,steering_caa_argument_none,1
0,42,Political & Ideological Stances,steering_caa_argument_none,1
0,43,Social Welfare & Poverty,steering_caa_argument_none,1
0,44,LGBTQ+ Rights,steering_caa_argument_none,1
0,45,Social Welfare & Poverty,steering_caa_argument_none,1
0,46,Social Welfare & Poverty,steering_caa_argument_none,1
0,47,Social Equality & Civil Rights,steering_caa_argument_none,1
0,48,Traditional Values & Gender Roles,steering_caa_argument_none,1
0,49,Traditional Values & Gender Roles,steering_caa_argument_none,1
0,50,Traditional Values & Gender Roles,steering_caa_argument_none,0
0,51,Traditional Values & Gender Roles,steering_caa_argument_none,1
0,52,Traditional Values & Gender Roles,steering_caa_argument_none,1
0,53,Corporate & Economic Regulation,steering_caa_argument_none,0
0,54,Social Welfare & Poverty,steering_caa_argument_none,1
0,55,Social Welfare & Poverty,steering_caa_argument_none,1
0,56,Traditional Values & Gender Roles,steering_caa_argument_none,1
0,57,Social Equality & Civil Rights,steering_caa_argument_none,1
0,58,Social Equality & Civil Rights,steering_caa_argument_none,1
0,59,Military & Defense Spending,steering_caa_argument_none,1
0,60,Social Welfare & Poverty,steering_caa_argument_none,1
0,61,Social Equality & Civil Rights,steering_caa_argument_none,1
0,62,Social Equality & Civil Rights,steering_caa_argument_none,1
0,63,Social Equality & Civil Rights,steering_caa_argument_none,1
0,64,Traditional Values & Gender Roles,steering_caa_argument_none,1
0,65,Immigration & Refugees,steering_caa_argument_none,1
0,66,Social Equality & Civil Rights,steering_caa_argument_none,1
0,67,Gun Control,steering_caa_argument_none,1
0,68,Traditional Values & Gender Roles,steering_caa_argument_none,1
0,69,Social Welfare & Poverty,steering_caa_argument_none,1
0,70,Political & Ideological Stances,steering_caa_argument_none,1
0,71,Social Welfare & Poverty,steering_caa_argument_none,1
0,72,Corporate & Economic Regulation,steering_caa_argument_none,1
0,73,Social Equality & Civil Rights,steering_caa_argument_none,1
0,74,Climate & Environment,steering_caa_argument_none,1
0,75,Social Welfare & Poverty,steering_caa_argument_none,1
0,76,Traditional Values & Gender Roles,steering_caa_argument_none,1
0,77,Social Equality & Civil Rights,steering_caa_argument_none,1
0,78,Social Equality & Civil Rights,steering_caa_argument_none,1
0,79,Social Welfare & Poverty,steering_caa_argument_none,1
0,80,Abortion Rights,steering_caa_argument_none,1
0,81,Traditional Values & Gender Roles,steering_caa_argument_none,1
0,82,Social Welfare & Poverty,steering_caa_argument_none,1
0,83,Social Welfare & Poverty,steering_caa_argument_none,1
0,84,Traditional Values & Gender Roles,steering_caa_argument_none,1
0,85,Traditional Values & Gender Roles,steering_caa_argument_none,1
0,86,Social Equality & Civil Rights,steering_caa_argument_none,1
0,87,Social Welfare & Poverty,steering_caa_argument_none,1
0,88,Social Welfare & Poverty,steering_caa_argument_none,1
0,89,Social Welfare & Poverty,steering_caa_argument_none,1
0,90,Healthcare,steering_caa_argument_none,1
0,91,Traditional Values & Gender Roles,steering_caa_argument_none,1
0,92,Traditional Values & Gender Roles,steering_caa_argument_none,1
0,93,Corporate & Economic Regulation,steering_caa_argument_none,1
0,94,Corporate & Economic Regulation,steering_caa_argument_none,1
0,95,Social Welfare & Poverty,steering_caa_argument_none,1
0,96,Social Welfare & Poverty,steering_caa_argument_none,1
0,97,Social Welfare & Poverty,steering_caa_argument_none,1
0,98,Social Welfare & Poverty,steering_caa_argument_none,1
0,99,Social Equality & Civil Rights,steering_caa_argument_none,1
0,100,Social Welfare & Poverty,steering_caa_argument_none,1
0,101,Social Welfare & Poverty,steering_caa_argument_none,1
0,102,Political & Ideological Stances,steering_caa_argument_none,1
0,103,Traditional Values & Gender Roles,steering_caa_argument_none,1
0,104,Political & Ideological Stances,steering_caa_argument_none,1
0,105,Traditional Values & Gender Roles,steering_caa_argument_none,1
0,0,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,1,Social Welfare & Poverty,steering_sta_argument_none,1
0,2,Political & Ideological Stances,steering_sta_argument_none,1
0,3,Social Equality & Civil Rights,steering_sta_argument_none,1
0,4,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,5,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,6,Social Equality & Civil Rights,steering_sta_argument_none,1
0,7,Gun Control,steering_sta_argument_none,1
0,8,Social Equality & Civil Rights,steering_sta_argument_none,1
0,9,Tax Policy,steering_sta_argument_none,1
0,10,Social Welfare & Poverty,steering_sta_argument_none,1
0,11,Military & Defense Spending,steering_sta_argument_none,1
0,12,Social Equality & Civil Rights,steering_sta_argument_none,1
0,13,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,14,Social Welfare & Poverty,steering_sta_argument_none,1
0,15,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,16,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,17,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,18,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,19,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,20,Climate & Environment,steering_sta_argument_none,1
0,21,LGBTQ+ Rights,steering_sta_argument_none,1
0,22,Social Welfare & Poverty,steering_sta_argument_none,1
0,23,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,24,Tax Policy,steering_sta_argument_none,1
0,25,Social Welfare & Poverty,steering_sta_argument_none,1
0,26,Social Equality & Civil Rights,steering_sta_argument_none,1
0,27,Abortion Rights,steering_sta_argument_none,1
0,28,Social Welfare & Poverty,steering_sta_argument_none,1
0,29,Political & Ideological Stances,steering_sta_argument_none,1
0,30,Immigration & Refugees,steering_sta_argument_none,1
0,31,Political & Ideological Stances,steering_sta_argument_none,1
0,32,Healthcare,steering_sta_argument_none,1
0,33,Political & Ideological Stances,steering_sta_argument_none,1
0,34,Corporate & Economic Regulation,steering_sta_argument_none,1
0,35,Social Equality & Civil Rights,steering_sta_argument_none,1
0,36,Climate & Environment,steering_sta_argument_none,1
0,37,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,38,Social Welfare & Poverty,steering_sta_argument_none,1
0,39,Political & Ideological Stances,steering_sta_argument_none,1
0,40,Social Equality & Civil Rights,steering_sta_argument_none,1
0,41,Social Welfare & Poverty,steering_sta_argument_none,1
0,42,Political & Ideological Stances,steering_sta_argument_none,1
0,43,Social Welfare & Poverty,steering_sta_argument_none,1
0,44,LGBTQ+ Rights,steering_sta_argument_none,1
0,45,Social Welfare & Poverty,steering_sta_argument_none,1
0,46,Social Welfare & Poverty,steering_sta_argument_none,1
0,47,Social Equality & Civil Rights,steering_sta_argument_none,1
0,48,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,49,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,50,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,51,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,52,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,53,Corporate & Economic Regulation,steering_sta_argument_none,1
0,54,Social Welfare & Poverty,steering_sta_argument_none,1
0,55,Social Welfare & Poverty,steering_sta_argument_none,1
0,56,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,57,Social Equality & Civil Rights,steering_sta_argument_none,1
0,58,Social Equality & Civil Rights,steering_sta_argument_none,1
0,59,Military & Defense Spending,steering_sta_argument_none,1
0,60,Social Welfare & Poverty,steering_sta_argument_none,1
0,61,Social Equality & Civil Rights,steering_sta_argument_none,1
0,62,Social Equality & Civil Rights,steering_sta_argument_none,1
0,63,Social Equality & Civil Rights,steering_sta_argument_none,1
0,64,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,65,Immigration & Refugees,steering_sta_argument_none,1
0,66,Social Equality & Civil Rights,steering_sta_argument_none,1
0,67,Gun Control,steering_sta_argument_none,1
0,68,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,69,Social Welfare & Poverty,steering_sta_argument_none,1
0,70,Political & Ideological Stances,steering_sta_argument_none,1
0,71,Social Welfare & Poverty,steering_sta_argument_none,1
0,72,Corporate & Economic Regulation,steering_sta_argument_none,1
0,73,Social Equality & Civil Rights,steering_sta_argument_none,1
0,74,Climate & Environment,steering_sta_argument_none,1
0,75,Social Welfare & Poverty,steering_sta_argument_none,1
0,76,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,77,Social Equality & Civil Rights,steering_sta_argument_none,1
0,78,Social Equality & Civil Rights,steering_sta_argument_none,1
0,79,Social Welfare & Poverty,steering_sta_argument_none,1
0,80,Abortion Rights,steering_sta_argument_none,1
0,81,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,82,Social Welfare & Poverty,steering_sta_argument_none,1
0,83,Social Welfare & Poverty,steering_sta_argument_none,1
0,84,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,85,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,86,Social Equality & Civil Rights,steering_sta_argument_none,1
0,87,Social Welfare & Poverty,steering_sta_argument_none,1
0,88,Social Welfare & Poverty,steering_sta_argument_none,1
0,89,Social Welfare & Poverty,steering_sta_argument_none,1
0,90,Healthcare,steering_sta_argument_none,1
0,91,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,92,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,93,Corporate & Economic Regulation,steering_sta_argument_none,1
0,94,Corporate & Economic Regulation,steering_sta_argument_none,1
0,95,Social Welfare & Poverty,steering_sta_argument_none,1
0,96,Social Welfare & Poverty,steering_sta_argument_none,1
0,97,Social Welfare & Poverty,steering_sta_argument_none,1
0,98,Social Welfare & Poverty,steering_sta_argument_none,1
0,99,Social Equality & Civil Rights,steering_sta_argument_none,1
0,100,Social Welfare & Poverty,steering_sta_argument_none,1
0,101,Social Welfare & Poverty,steering_sta_argument_none,1
0,102,Political & Ideological Stances,steering_sta_argument_none,1
0,103,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,104,Political & Ideological Stances,steering_sta_argument_none,1
0,105,Traditional Values & Gender Roles,steering_sta_argument_none,1
0,0,Traditional Values & Gender Roles,steering_caa_argument_liberal,0
0,1,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,2,Political & Ideological Stances,steering_caa_argument_liberal,1
0,3,Social Equality & Civil Rights,steering_caa_argument_liberal,1
0,4,Traditional Values & Gender Roles,steering_caa_argument_liberal,0
0,5,Traditional Values & Gender Roles,steering_caa_argument_liberal,0
0,6,Social Equality & Civil Rights,steering_caa_argument_liberal,1
0,7,Gun Control,steering_caa_argument_liberal,0
0,8,Social Equality & Civil Rights,steering_caa_argument_liberal,1
0,9,Tax Policy,steering_caa_argument_liberal,0
0,10,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,11,Military & Defense Spending,steering_caa_argument_liberal,1
0,12,Social Equality & Civil Rights,steering_caa_argument_liberal,1
0,13,Traditional Values & Gender Roles,steering_caa_argument_liberal,0
0,14,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,15,Traditional Values & Gender Roles,steering_caa_argument_liberal,0
0,16,Traditional Values & Gender Roles,steering_caa_argument_liberal,0
0,17,Traditional Values & Gender Roles,steering_caa_argument_liberal,0
0,18,Traditional Values & Gender Roles,steering_caa_argument_liberal,0
0,19,Traditional Values & Gender Roles,steering_caa_argument_liberal,0
0,20,Climate & Environment,steering_caa_argument_liberal,0
0,21,LGBTQ+ Rights,steering_caa_argument_liberal,1
0,22,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,23,Traditional Values & Gender Roles,steering_caa_argument_liberal,0
0,24,Tax Policy,steering_caa_argument_liberal,1
0,25,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,26,Social Equality & Civil Rights,steering_caa_argument_liberal,1
0,27,Abortion Rights,steering_caa_argument_liberal,0
0,28,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,29,Political & Ideological Stances,steering_caa_argument_liberal,0
0,30,Immigration & Refugees,steering_caa_argument_liberal,1
0,31,Political & Ideological Stances,steering_caa_argument_liberal,0
0,32,Healthcare,steering_caa_argument_liberal,1
0,33,Political & Ideological Stances,steering_caa_argument_liberal,0
0,34,Corporate & Economic Regulation,steering_caa_argument_liberal,1
0,35,Social Equality & Civil Rights,steering_caa_argument_liberal,1
0,36,Climate & Environment,steering_caa_argument_liberal,1
0,37,Traditional Values & Gender Roles,steering_caa_argument_liberal,1
0,38,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,39,Political & Ideological Stances,steering_caa_argument_liberal,0
0,40,Social Equality & Civil Rights,steering_caa_argument_liberal,1
0,41,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,42,Political & Ideological Stances,steering_caa_argument_liberal,0
0,43,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,44,LGBTQ+ Rights,steering_caa_argument_liberal,1
0,45,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,46,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,47,Social Equality & Civil Rights,steering_caa_argument_liberal,1
0,48,Traditional Values & Gender Roles,steering_caa_argument_liberal,0
0,49,Traditional Values & Gender Roles,steering_caa_argument_liberal,0
0,50,Traditional Values & Gender Roles,steering_caa_argument_liberal,0
0,51,Traditional Values & Gender Roles,steering_caa_argument_liberal,0
0,52,Traditional Values & Gender Roles,steering_caa_argument_liberal,0
0,53,Corporate & Economic Regulation,steering_caa_argument_liberal,1
0,54,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,55,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,56,Traditional Values & Gender Roles,steering_caa_argument_liberal,0
0,57,Social Equality & Civil Rights,steering_caa_argument_liberal,1
0,58,Social Equality & Civil Rights,steering_caa_argument_liberal,1
0,59,Military & Defense Spending,steering_caa_argument_liberal,1
0,60,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,61,Social Equality & Civil Rights,steering_caa_argument_liberal,1
0,62,Social Equality & Civil Rights,steering_caa_argument_liberal,1
0,63,Social Equality & Civil Rights,steering_caa_argument_liberal,1
0,64,Traditional Values & Gender Roles,steering_caa_argument_liberal,0
0,65,Immigration & Refugees,steering_caa_argument_liberal,0
0,66,Social Equality & Civil Rights,steering_caa_argument_liberal,1
0,67,Gun Control,steering_caa_argument_liberal,1
0,68,Traditional Values & Gender Roles,steering_caa_argument_liberal,1
0,69,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,70,Political & Ideological Stances,steering_caa_argument_liberal,0
0,71,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,72,Corporate & Economic Regulation,steering_caa_argument_liberal,0
0,73,Social Equality & Civil Rights,steering_caa_argument_liberal,1
0,74,Climate & Environment,steering_caa_argument_liberal,1
0,75,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,76,Traditional Values & Gender Roles,steering_caa_argument_liberal,0
0,77,Social Equality & Civil Rights,steering_caa_argument_liberal,1
0,78,Social Equality & Civil Rights,steering_caa_argument_liberal,1
0,79,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,80,Abortion Rights,steering_caa_argument_liberal,1
0,81,Traditional Values & Gender Roles,steering_caa_argument_liberal,0
0,82,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,83,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,84,Traditional Values & Gender Roles,steering_caa_argument_liberal,1
0,85,Traditional Values & Gender Roles,steering_caa_argument_liberal,0
0,86,Social Equality & Civil Rights,steering_caa_argument_liberal,1
0,87,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,88,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,89,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,90,Healthcare,steering_caa_argument_liberal,1
0,91,Traditional Values & Gender Roles,steering_caa_argument_liberal,0
0,92,Traditional Values & Gender Roles,steering_caa_argument_liberal,0
0,93,Corporate & Economic Regulation,steering_caa_argument_liberal,1
0,94,Corporate & Economic Regulation,steering_caa_argument_liberal,0
0,95,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,96,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,97,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,98,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,99,Social Equality & Civil Rights,steering_caa_argument_liberal,1
0,100,Social Welfare & Poverty,steering_caa_argument_liberal,1
0,101,Social Welfare & Poverty,steering_caa_argument_liberal,0
0,102,Political & Ideological Stances,steering_caa_argument_liberal,0
0,103,Traditional Values & Gender Roles,steering_caa_argument_liberal,0
0,104,Political & Ideological Stances,steering_caa_argument_liberal,0
0,105,Traditional Values & Gender Roles,steering_caa_argument_liberal,1
0,0,Traditional Values & Gender Roles,steering_sta_argument_liberal,0
0,1,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,2,Political & Ideological Stances,steering_sta_argument_liberal,1
0,3,Social Equality & Civil Rights,steering_sta_argument_liberal,1
0,4,Traditional Values & Gender Roles,steering_sta_argument_liberal,0
0,5,Traditional Values & Gender Roles,steering_sta_argument_liberal,0
0,6,Social Equality & Civil Rights,steering_sta_argument_liberal,1
0,7,Gun Control,steering_sta_argument_liberal,0
0,8,Social Equality & Civil Rights,steering_sta_argument_liberal,1
0,9,Tax Policy,steering_sta_argument_liberal,0
0,10,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,11,Military & Defense Spending,steering_sta_argument_liberal,1
0,12,Social Equality & Civil Rights,steering_sta_argument_liberal,1
0,13,Traditional Values & Gender Roles,steering_sta_argument_liberal,0
0,14,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,15,Traditional Values & Gender Roles,steering_sta_argument_liberal,0
0,16,Traditional Values & Gender Roles,steering_sta_argument_liberal,0
0,17,Traditional Values & Gender Roles,steering_sta_argument_liberal,0
0,18,Traditional Values & Gender Roles,steering_sta_argument_liberal,0
0,19,Traditional Values & Gender Roles,steering_sta_argument_liberal,0
0,20,Climate & Environment,steering_sta_argument_liberal,0
0,21,LGBTQ+ Rights,steering_sta_argument_liberal,1
0,22,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,23,Traditional Values & Gender Roles,steering_sta_argument_liberal,0
0,24,Tax Policy,steering_sta_argument_liberal,1
0,25,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,26,Social Equality & Civil Rights,steering_sta_argument_liberal,1
0,27,Abortion Rights,steering_sta_argument_liberal,0
0,28,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,29,Political & Ideological Stances,steering_sta_argument_liberal,0
0,30,Immigration & Refugees,steering_sta_argument_liberal,1
0,31,Political & Ideological Stances,steering_sta_argument_liberal,0
0,32,Healthcare,steering_sta_argument_liberal,1
0,33,Political & Ideological Stances,steering_sta_argument_liberal,1
0,34,Corporate & Economic Regulation,steering_sta_argument_liberal,1
0,35,Social Equality & Civil Rights,steering_sta_argument_liberal,1
0,36,Climate & Environment,steering_sta_argument_liberal,1
0,37,Traditional Values & Gender Roles,steering_sta_argument_liberal,0
0,38,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,39,Political & Ideological Stances,steering_sta_argument_liberal,0
0,40,Social Equality & Civil Rights,steering_sta_argument_liberal,1
0,41,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,42,Political & Ideological Stances,steering_sta_argument_liberal,0
0,43,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,44,LGBTQ+ Rights,steering_sta_argument_liberal,1
0,45,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,46,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,47,Social Equality & Civil Rights,steering_sta_argument_liberal,1
0,48,Traditional Values & Gender Roles,steering_sta_argument_liberal,0
0,49,Traditional Values & Gender Roles,steering_sta_argument_liberal,0
0,50,Traditional Values & Gender Roles,steering_sta_argument_liberal,0
0,51,Traditional Values & Gender Roles,steering_sta_argument_liberal,0
0,52,Traditional Values & Gender Roles,steering_sta_argument_liberal,0
0,53,Corporate & Economic Regulation,steering_sta_argument_liberal,1
0,54,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,55,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,56,Traditional Values & Gender Roles,steering_sta_argument_liberal,0
0,57,Social Equality & Civil Rights,steering_sta_argument_liberal,1
0,58,Social Equality & Civil Rights,steering_sta_argument_liberal,1
0,59,Military & Defense Spending,steering_sta_argument_liberal,1
0,60,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,61,Social Equality & Civil Rights,steering_sta_argument_liberal,1
0,62,Social Equality & Civil Rights,steering_sta_argument_liberal,1
0,63,Social Equality & Civil Rights,steering_sta_argument_liberal,1
0,64,Traditional Values & Gender Roles,steering_sta_argument_liberal,0
0,65,Immigration & Refugees,steering_sta_argument_liberal,0
0,66,Social Equality & Civil Rights,steering_sta_argument_liberal,1
0,67,Gun Control,steering_sta_argument_liberal,1
0,68,Traditional Values & Gender Roles,steering_sta_argument_liberal,1
0,69,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,70,Political & Ideological Stances,steering_sta_argument_liberal,0
0,71,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,72,Corporate & Economic Regulation,steering_sta_argument_liberal,0
0,73,Social Equality & Civil Rights,steering_sta_argument_liberal,1
0,74,Climate & Environment,steering_sta_argument_liberal,1
0,75,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,76,Traditional Values & Gender Roles,steering_sta_argument_liberal,0
0,77,Social Equality & Civil Rights,steering_sta_argument_liberal,1
0,78,Social Equality & Civil Rights,steering_sta_argument_liberal,1
0,79,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,80,Abortion Rights,steering_sta_argument_liberal,1
0,81,Traditional Values & Gender Roles,steering_sta_argument_liberal,0
0,82,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,83,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,84,Traditional Values & Gender Roles,steering_sta_argument_liberal,1
0,85,Traditional Values & Gender Roles,steering_sta_argument_liberal,0
0,86,Social Equality & Civil Rights,steering_sta_argument_liberal,1
0,87,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,88,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,89,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,90,Healthcare,steering_sta_argument_liberal,1
0,91,Traditional Values & Gender Roles,steering_sta_argument_liberal,0
0,92,Traditional Values & Gender Roles,steering_sta_argument_liberal,0
0,93,Corporate & Economic Regulation,steering_sta_argument_liberal,1
0,94,Corporate & Economic Regulation,steering_sta_argument_liberal,0
0,95,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,96,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,97,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,98,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,99,Social Equality & Civil Rights,steering_sta_argument_liberal,1
0,100,Social Welfare & Poverty,steering_sta_argument_liberal,1
0,101,Social Welfare & Poverty,steering_sta_argument_liberal,0
0,102,Political & Ideological Stances,steering_sta_argument_liberal,0
0,103,Traditional Values & Gender Roles,steering_sta_argument_liberal,0
0,104,Political & Ideological Stances,steering_sta_argument_liberal,0
0,105,Traditional Values & Gender Roles,steering_sta_argument_liberal,1
0,0,Traditional Values & Gender Roles,steering_caa_argument_conservative,0
0,1,Social Welfare & Poverty,steering_caa_argument_conservative,1
0,2,Political & Ideological Stances,steering_caa_argument_conservative,0
0,3,Social Equality & Civil Rights,steering_caa_argument_conservative,1
0,4,Traditional Values & Gender Roles,steering_caa_argument_conservative,0
0,5,Traditional Values & Gender Roles,steering_caa_argument_conservative,0
0,6,Social Equality & Civil Rights,steering_caa_argument_conservative,1
0,7,Gun Control,steering_caa_argument_conservative,0
0,8,Social Equality & Civil Rights,steering_caa_argument_conservative,1
0,9,Tax Policy,steering_caa_argument_conservative,0
0,10,Social Welfare & Poverty,steering_caa_argument_conservative,1
0,11,Military & Defense Spending,steering_caa_argument_conservative,0
0,12,Social Equality & Civil Rights,steering_caa_argument_conservative,1
0,13,Traditional Values & Gender Roles,steering_caa_argument_conservative,0
0,14,Social Welfare & Poverty,steering_caa_argument_conservative,1
0,15,Traditional Values & Gender Roles,steering_caa_argument_conservative,0
0,16,Traditional Values & Gender Roles,steering_caa_argument_conservative,0
0,17,Traditional Values & Gender Roles,steering_caa_argument_conservative,0
0,18,Traditional Values & Gender Roles,steering_caa_argument_conservative,0
0,19,Traditional Values & Gender Roles,steering_caa_argument_conservative,1
0,20,Climate & Environment,steering_caa_argument_conservative,0
0,21,LGBTQ+ Rights,steering_caa_argument_conservative,1
0,22,Social Welfare & Poverty,steering_caa_argument_conservative,1
0,23,Traditional Values & Gender Roles,steering_caa_argument_conservative,0
0,24,Tax Policy,steering_caa_argument_conservative,1
0,25,Social Welfare & Poverty,steering_caa_argument_conservative,1
0,26,Social Equality & Civil Rights,steering_caa_argument_conservative,1
0,27,Abortion Rights,steering_caa_argument_conservative,0
0,28,Social Welfare & Poverty,steering_caa_argument_conservative,1
0,29,Political & Ideological Stances,steering_caa_argument_conservative,0
0,30,Immigration & Refugees,steering_caa_argument_conservative,1
0,31,Political & Ideological Stances,steering_caa_argument_conservative,0
0,32,Healthcare,steering_caa_argument_conservative,1
0,33,Political & Ideological Stances,steering_caa_argument_conservative,1
0,34,Corporate & Economic Regulation,steering_caa_argument_conservative,0
0,35,Social Equality & Civil Rights,steering_caa_argument_conservative,1
0,36,Climate & Environment,steering_caa_argument_conservative,1
0,37,Traditional Values & Gender Roles,steering_caa_argument_conservative,0
0,38,Social Welfare & Poverty,steering_caa_argument_conservative,1
